Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,-9999
116,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,28,1993,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches,2f965a72
117,Jesús Areso,es ESP,DF,Osasuna,es La Liga,22,1999,2.1,0.48,0.00,0.00,1.43,1.90,0.00,0.95,0.00,1.43,0.00,0.00,0.00,2.86,1.43,2.86,33.3,Matches,94e01ec6
118,Matias Arezo,uy URU,FWMF,Granada,es La Liga,18,2002,1.8,0.56,0.00,0.00,1.67,0.56,0.00,2.22,0.56,1.67,0.00,0.00,0.00,1.67,3.89,2.78,58.3,Matches,484ebdb0
119,Santiago Arias,co COL,DF,Granada,es La Liga,29,1992,4.9,0.20,0.00,0.00,1.22,1.02,0.41,3.06,1.02,1.02,0.00,0.00,0.00,4.69,1.84,2.86,39.1,Matches,fdd60087
120,Adam Armstrong,eng ENG,FW,Southampton,eng Premier League,24,1997,15.7,0.06,0.00,0.00,0.83,0.38,0.13,1.15,0.19,0.25,0.06,0.00,0.00,2.29,0.83,1.46,36.1,Matches,68c720b5
121,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,29,1992,16.4,0.06,0.00,0.00,0.67,1.22,0.06,2.13,0.49,1.16,0.06,0.00,0.00,5.73,0.18,0.67,21.4,Matches,97333cf5
122,Marko Arnautović,at AUT,FW,Bologna,it Serie A,32,1989,29.9,0.20,0.00,0.00,1.51,0.70,0.47,0.40,0.23,0.30,0.00,0.00,0.00,2.58,0.84,1.37,37.9,Matches,00459419
123,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,27,1994,33.3,0.12,0.00,0.00,1.41,1.71,0.03,5.47,1.11,0.60,0.00,0.03,0.00,7.30,0.99,0.84,54.1,Matches,86e119e0
124,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,26,1994,4.0,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.25,0.00,100.0,Matches,28d596a0
125,Tolgay Arslan,de GER,MF,Udinese,it Serie A,30,1990,18.4,0.49,0.00,0.00,1.52,1.96,0.00,1.79,0.71,1.09,0.05,0.00,0.00,7.61,0.33,0.43,42.9,Matches,963a328b
126,Arthur,br BRA,FW,Fiorentina,it Serie A,23,1998,8.3,0.12,0.00,0.00,1.93,1.20,0.12,0.24,0.12,0.60,0.00,0.00,0.00,1.81,1.45,3.13,31.6,Matches,a820e429
127,Santiago Arzamendia,py PAR,MF,Cádiz,es La Liga,23,1998,5.2,0.38,0.00,0.00,1.15,0.77,0.19,3.46,0.77,1.15,0.00,0.00,0.00,6.92,2.31,3.65,38.7,Matches,759d8dd7
128,Takuma Asano,jp JPN,FWMF,Bochum,de Bundesliga,26,1994,17.9,0.06,0.00,0.00,0.95,1.51,1.01,1.90,0.39,0.34,0.00,0.00,0.00,4.80,0.84,2.35,26.3,Matches,13ddc856
129,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,24,1997,26.4,0.19,0.00,0.00,1.33,1.17,0.08,0.08,1.55,2.05,0.00,0.00,0.00,7.27,1.25,1.48,45.8,Matches,e26fcca3
130,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,32,1989,6.0,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,2.83,0.33,0.00,100.0,Matches,9f0ea33f
131,Alejandro Asensio,es ESP,MF,Rayo Vallecano,es La Liga,20,2000,0.1,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,100.0,Matches,b4c23f36
132,Marco Asensio,es ESP,FWMF,Real Madrid,es La Liga,25,1996,19.2,0.10,0.00,0.00,0.42,1.04,0.10,3.70,0.63,0.42,0.00,0.00,0.00,4.32,0.00,0.47,0.0,Matches,45af8a54
133,Harrison Ashby,sct SCO,DF,West Ham,eng Premier League,19,2001,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches,b391383a
134,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,20,2001,8.4,0.60,0.00,0.00,2.02,1.67,0.00,0.24,1.79,0.71,0.00,0.00,0.12,5.12,2.50,1.19,67.7,Matches,a69cc629
135,Fisnik Asllani,xk KVX,MFFW,Hoffenheim,de Bundesliga,18,2002,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches,35f67a30
136,Kristjan Asllani,al ALB,MF,Empoli,it Serie A,19,2002,15.0,0.13,0.00,0.00,0.87,1.53,0.00,1.93,1.27,0.60,0.00,0.00,0.00,8.13,0.27,0.40,40.0,Matches,0fdcef0e
137,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,33,1987,34.3,0.26,0.00,0.00,0.64,1.46,0.58,3.15,0.32,0.20,0.00,0.03,0.00,3.29,0.64,0.93,40.7,Matches,7dcf86f6
138,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,21,2000,6.8,0.00,0.00,0.00,1.47,1.76,0.29,3.09,1.62,1.47,0.00,0.00,0.00,5.88,1.62,0.88,64.7,Matches,b026bbf6
139,Simon Asta,de GER,DF,Greuther Fürth,de Bundesliga,20,2001,8.7,0.11,0.00,0.00,1.49,1.03,0.23,1.84,0.92,0.69,0.00,0.00,0.11,5.75,0.46,0.57,44.4,Matches,dfc85b89
140,Youcef Atal,dz ALG,DF,Nice,fr Ligue 1,25,1996,12.7,0.31,0.00,0.00,1.34,1.81,0.24,4.25,2.52,1.50,0.08,0.08,0.00,5.67,2.05,0.94,68.4,Matches,6a827d8e
141,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,32,1989,11.5,0.26,0.00,0.00,1.30,0.70,0.87,0.96,0.00,0.43,0.00,0.00,0.00,1.91,2.17,2.43,47.2,Matches,d5dd5f1f
142,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,es La Liga,32,1989,12.0,0.00,0.00,0.00,0.58,0.58,0.58,0.42,0.17,0.17,0.00,0.00,0.00,1.42,0.58,1.08,35.0,Matches,d5dd5f1f
143,Emil Audero,it ITA,GK,Sampdoria,it Serie A,24,1997,28.4,0.07,0.00,0.00,0.00,0.21,0.00,0.00,0.07,0.04,0.00,0.00,0.00,1.09,0.25,0.00,100.0,Matches,649b01d8
144,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,26,1994,26.6,0.00,0.00,0.00,0.45,0.79,0.04,2.78,1.09,0.75,0.00,0.00,0.00,6.47,1.24,0.71,63.5,Matches,3cd3b384
145,Jean-Kévin Augustin,fr FRA,FWMF,Nantes,fr Ligue 1,24,1997,0.9,1.11,0.00,0.00,1.11,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,2.22,1.11,66.7,Matches,97bfa797
146,Ludwig Augustinsson,se SWE,DF,Sevilla,es La Liga,27,1994,8.8,0.34,0.00,0.00,1.48,1.14,0.00,5.34,0.57,1.59,0.00,0.00,0.00,4.66,1.70,0.80,68.2,Matches,9fec8860
147,Serge Aurier,ci CIV,DF,Villarreal,es La Liga,28,1992,11.2,0.36,0.00,0.00,1.34,0.54,0.09,2.41,0.98,0.80,0.00,0.09,0.00,4.64,1.88,1.43,56.8,Matches,5c2b4f07
148,Ezequiel Ávila,ar ARG,FWMF,Osasuna,es La Liga,27,1994,20.8,0.43,0.05,0.05,1.49,1.92,0.63,3.80,0.63,0.34,0.00,0.05,0.00,3.70,2.40,3.37,41.7,Matches,253a06b9
149,Taiwo Awoniyi,ng NGA,FW,Union Berlin,de Bundesliga,23,1997,24.2,0.04,0.00,0.00,1.03,0.95,0.87,0.41,0.08,0.29,0.04,0.00,0.04,3.39,2.23,4.17,34.8,Matches,e5478b87
150,Ramzi Aya,it ITA,DF,Salernitana,it Serie A,30,1990,1.5,0.67,0.00,0.00,0.67,0.00,0.00,0.67,0.00,0.67,0.00,0.00,0.00,5.33,0.00,0.67,0.0,Matches,6a1f66a7
151,Jordan Ayew,gh GHA,FWMF,Crystal Palace,eng Premier League,29,1991,22.4,0.09,0.00,0.00,1.70,2.95,0.09,3.30,0.67,1.34,0.04,0.00,0.00,5.89,1.43,2.63,35.2,Matches,da052c14
152,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,26,1994,15.0,0.13,0.07,0.00,0.87,0.33,0.07,0.13,0.87,0.80,0.00,0.07,0.00,4.53,1.60,2.27,41.4,Matches,2200181e
153,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,29,1991,25.2,0.16,0.04,0.00,0.87,0.75,0.08,1.23,1.11,1.67,0.00,0.04,0.00,7.42,1.35,1.98,40.5,Matches,420d7c7d
154,Karim Azamoum,fr FRA,DF,Troyes,fr Ligue 1,31,1990,4.3,0.47,0.00,0.00,2.79,0.70,0.00,0.23,0.23,1.16,0.00,0.00,0.00,4.88,1.63,1.16,58.3,Matches,eaf71a5e
155,Sardar Azmoun,ir IRN,FWMF,Leverkusen,de Bundesliga,26,1995,4.0,0.00,0.00,0.00,2.00,1.00,0.00,0.50,0.00,0.25,0.00,0.00,0.00,2.25,1.75,2.50,41.2,Matches,10549b49
156,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,31,1989,23.0,0.13,0.00,0.00,1.09,0.22,0.09,2.04,1.00,1.22,0.00,0.04,0.00,4.78,2.00,1.26,61.3,Matches,53cad200
157,Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,25,1996,21.5,0.42,0.00,0.00,1.95,1.77,0.00,0.23,1.12,1.40,0.00,0.00,0.00,8.70,1.91,1.58,54.7,Matches,bfd381b3
158,Carlos Bacca,co COL,FW,Granada,es La Liga,34,1986,5.7,0.53,0.00,0.00,0.53,1.40,0.88,0.70,0.18,0.70,0.18,0.00,0.00,2.11,1.40,2.81,33.3,Matches,09a9e921
159,Daniel Bachmann,at AUT,GK,Watford,eng Premier League,27,1994,12.0,0.00,0.00,0.00,0.08,0.08,0.00,0.00,0.08,0.00,0.00,0.08,0.00,0.83,0.17,0.00,100.0,Matches,1c0eea98
160,Loïc Bade,fr FRA,DF,Rennes,fr Ligue 1,21,2000,10.9,0.28,0.09,0.09,0.55,0.09,0.00,0.18,1.10,0.46,0.00,0.00,0.00,5.60,2.29,1.65,58.1,Matches,114bbdee
161,Milan Badelj,hr CRO,MF,Genoa,it Serie A,32,1989,31.6,0.13,0.00,0.00,1.23,0.60,0.00,0.32,2.69,1.17,0.03,0.00,0.00,8.16,1.08,0.89,54.8,Matches,e8c930bb
162,Édgar Badía,es ESP,GK,Elche,es La Liga,29,1992,24.0,0.08,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.83,0.33,0.13,72.7,Matches,e4346678
163,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,20,2001,20.4,0.20,0.00,0.00,1.18,0.44,0.10,0.05,1.37,0.93,0.00,0.05,0.00,7.35,2.79,0.83,77.0,Matches,06df8256
164,Youssouph Badji,sn SEN,FWMF,Brest,fr Ligue 1,19,2001,1.5,0.00,0.00,0.00,2.67,0.00,0.67,0.67,0.00,0.00,0.00,0.00,0.00,1.33,4.67,4.00,53.8,Matches,6a2b9aee
165,Miguel Baeza,es ESP,DF,Celta Vigo,es La Liga,21,2000,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Matches,a98f3cbf
166,Nicola Bagnolini,it ITA,GK,Bologna,it Serie A,17,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,ad263695
167,Issa Bah,lu LUX,FW,Venezia,it Serie A,19,2002,0.1,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,10.0,0.00,100.0,Matches,956a78ea
168,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,29,1992,12.2,0.00,0.00,0.00,1.89,1.15,0.33,0.82,0.25,0.66,0.00,0.00,0.00,1.80,1.97,3.11,38.7,Matches,5046b7d4
169,Leon Bailey,jm JAM,MFFW,Aston Villa,eng Premier League,23,1997,8.5,0.35,0.00,0.00,1.41,1.29,0.47,3.88,0.12,1.29,0.00,0.00,0.00,4.47,1.18,1.88,38.5,Matches,3a233281
170,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,27,1994,2.4,0.42,0.00,0.00,0.83,0.00,0.00,0.00,1.25,1.67,0.00,0.00,0.42,4.17,2.50,0.83,75.0,Matches,a1232f4e
171,Dénys Bain,fr FRA,DF,Brest,fr Ligue 1,28,1993,2.0,0.00,0.00,0.00,2.00,1.00,0.00,0.00,1.50,1.50,0.00,0.00,0.00,5.50,2.00,1.00,66.7,Matches,5065d67d
172,Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,19,2001,5.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,0.53,0.18,75.0,Matches,be13e5a8
173,Nedim Bajrami,al ALB,MFFW,Empoli,it Serie A,22,1999,22.8,0.13,0.00,0.00,0.70,0.61,0.31,6.84,0.13,0.61,0.00,0.00,0.00,3.99,0.00,0.61,0.0,Matches,f42d6c13
174,Cédric Bakambu,cd COD,FWMF,Marseille,fr Ligue 1,30,1991,4.0,0.25,0.00,0.00,1.50,0.50,1.25,0.75,0.00,0.00,0.00,0.00,0.00,1.25,1.75,2.75,38.9,Matches,0af4dcf0
175,Abdoulaye Bakayoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2002,3.4,0.00,0.00,0.00,2.06,1.47,0.00,0.00,3.24,2.65,0.00,0.00,0.00,7.35,1.18,1.18,50.0,Matches,ee95585f
176,Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,26,1994,5.6,0.54,0.00,0.00,2.14,1.79,0.00,0.18,1.61,2.32,0.00,0.18,0.00,5.89,2.86,1.43,66.7,Matches,59bf127b
177,Mitchel Bakker,nl NED,DF,Leverkusen,de Bundesliga,21,2000,20.2,0.30,0.00,0.00,0.74,0.94,0.00,1.83,1.14,1.09,0.00,0.05,0.00,7.28,0.64,0.64,50.0,Matches,a8567629
178,Ridle Baku,de GER,DFMF,Wolfsburg,de Bundesliga,23,1998,27.2,0.15,0.00,0.00,1.03,1.36,0.33,2.68,0.77,1.36,0.00,0.00,0.00,6.10,1.03,1.29,44.4,Matches,442b56fa
179,Dilane Bakwa,fr FRA,MFFW,Bordeaux,fr Ligue 1,18,2002,0.5,0.00,0.00,0.00,4.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,4.00,6.00,2.00,75.0,Matches,2b5a35e5
180,Tommaso Baldanzi,it ITA,FW,Empoli,it Serie A,18,2003,0.2,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,,Matches,102e2599
181,Alejandro Balde,es ESP,DFFW,Barcelona,es La Liga,17,2003,2.1,0.00,0.00,0.00,1.90,1.90,0.00,2.86,0.48,0.48,0.00,0.00,0.00,6.19,0.00,0.95,0.0,Matches,5ccc9672
182,Ibrahima Baldé,fr FRA,FWMF,Lens,fr Ligue 1,18,2003,0.6,0.00,0.00,0.00,0.00,0.00,1.67,1.67,0.00,0.00,0.00,0.00,0.00,0.00,3.33,1.67,66.7,Matches,a30cb0d4
183,Keita Baldé,sn SEN,FWMF,Cagliari,it Serie A,26,1995,13.7,0.15,0.00,0.00,1.97,2.19,0.66,0.58,0.29,0.29,0.07,0.07,0.00,2.41,1.46,3.36,30.3,Matches,509a4ccb
184,Gareth Bale,wls WAL,FW,Real Madrid,es La Liga,32,1989,3.1,0.65,0.00,0.00,0.97,0.00,0.32,0.97,0.65,0.32,0.00,0.00,0.00,1.29,2.26,1.61,58.3,Matches,a58bb1e1
185,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,33,1988,22.5,0.09,0.00,0.00,0.93,0.53,0.04,2.27,0.93,1.07,0.00,0.00,0.00,5.56,1.47,0.80,64.7,Matches,1fe67e86
186,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,22,1999,10.6,0.38,0.09,0.00,0.94,0.47,0.00,0.00,1.79,0.57,0.00,0.00,0.00,7.36,1.60,1.23,56.7,Matches,7c3ed041
187,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,29,1992,35.0,0.29,0.03,0.00,1.20,1.63,0.11,3.17,1.11,0.63,0.00,0.09,0.00,4.74,0.66,0.94,41.1,Matches,cee88597
188,Fodé Ballo-Touré,sn SEN,DF,Milan,it Serie A,24,1997,5.0,0.40,0.00,0.00,2.40,2.00,0.20,3.60,0.60,2.80,0.00,0.20,0.00,7.00,1.00,1.80,35.7,Matches,f449640d
189,Folarin Balogun,eng ENG,FW,Arsenal,eng Premier League,20,2001,0.8,0.00,0.00,0.00,0.00,1.25,1.25,0.00,0.00,1.25,0.00,0.00,0.00,2.50,1.25,3.75,25.0,Matches,31822f8c
190,Abdoulaye Bamba,ci CIV,DFFW,Angers,fr Ligue 1,31,1990,5.1,0.20,0.00,0.00,0.98,1.18,0.00,1.96,1.76,0.98,0.00,0.00,0.20,3.73,1.18,0.98,54.5,Matches,7fecbcdb
191,Jonathan Bamba,fr FRA,MF,Lille,fr Ligue 1,25,1996,27.0,0.11,0.00,0.00,0.41,2.07,0.52,4.26,0.78,0.44,0.00,0.00,0.00,6.26,0.59,0.70,45.7,Matches,b2bd0f6c
192,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,27,1993,6.2,0.32,0.00,0.00,0.81,0.81,0.81,0.48,0.32,0.00,0.00,0.00,0.00,1.94,0.81,2.26,26.3,Matches,93feac6e
193,Filippo Bandinelli,it ITA,MF,Empoli,it Serie A,26,1995,21.7,0.46,0.00,0.00,2.44,0.83,0.23,3.13,0.46,0.92,0.00,0.05,0.00,5.39,0.55,1.43,27.9,Matches,d44360be
194,Mattia Bani,it ITA,DF,Genoa,it Serie A,27,1993,13.5,0.07,0.00,0.00,1.04,1.41,0.00,0.07,1.48,0.96,0.00,0.00,0.00,5.19,3.11,2.00,60.9,Matches,0821331c
195,Simon Banza,fr FRA,FW,Lens,fr Ligue 1,24,1996,1.4,0.00,0.00,0.00,2.14,5.00,0.00,0.71,0.71,0.71,0.00,0.00,0.00,3.57,4.29,3.57,54.5,Matches,be47b750
196,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,23,1998,10.1,0.20,0.10,0.10,0.59,1.09,0.10,0.79,1.09,0.40,0.00,0.00,0.00,6.14,0.69,1.78,28.0,Matches,2886c9b5
197,Antonín Barák,cz CZE,MFFW,Hellas Verona,it Serie A,26,1994,26.0,0.15,0.00,0.00,1.04,0.65,0.12,0.50,0.23,0.31,0.04,0.00,0.00,6.00,1.58,2.62,37.6,Matches,01efac19
198,Barbero,es ESP,FWMF,Osasuna,es La Liga,22,1998,0.2,0.00,0.00,0.00,10.0,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,10.0,50.0,Matches,981c1863
199,Danilo Barbosa,br BRA,DF,Nice,fr Ligue 1,25,1996,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,4.00,5.00,44.4,Matches,0557ff4f
200,Barcia,es ESP,DF,Granada,es La Liga,20,2000,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.00,0.00,0.00,0.00,7.50,1.25,1.25,50.0,Matches,0c717ae6
201,Bradley Barcola,fr FRA,MFFW,Lyon,fr Ligue 1,18,2002,2.9,0.00,0.00,0.00,1.72,0.00,0.34,1.38,0.69,1.38,0.00,0.00,0.00,5.52,1.72,1.72,50.0,Matches,a0d55a09
202,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,20,2000,28.8,0.10,0.00,0.00,0.73,1.04,0.03,3.02,1.77,1.28,0.00,0.00,0.00,7.85,1.42,1.08,56.9,Matches,1ddbc7ca
203,Enis Bardhi,mk MKD,MFFW,Levante,es La Liga,26,1995,18.9,0.16,0.00,0.00,1.75,2.33,0.21,4.60,0.53,0.63,0.00,0.05,0.00,5.03,0.32,0.42,42.9,Matches,cac2537b
204,Francesco Bardi,it ITA,GK,Bologna,it Serie A,29,1992,2.0,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,100.0,Matches,0acda699
205,Keidi Bare,al ALB,MF,Espanyol,es La Liga,23,1997,16.5,0.55,0.00,0.00,1.52,1.76,0.00,0.42,0.91,1.03,0.06,0.00,0.00,5.45,0.79,1.82,30.2,Matches,03049c8c
206,Nicolò Barella,it ITA,MF,Inter,it Serie A,24,1997,32.4,0.28,0.00,0.00,0.93,1.60,0.12,2.04,0.65,1.30,0.03,0.00,0.00,5.86,0.68,0.74,47.8,Matches,6928979a
207,Kike Barja,es ESP,MFFW,Osasuna,es La Liga,24,1997,9.6,0.21,0.00,0.00,1.77,2.40,0.00,5.73,0.94,1.15,0.00,0.00,0.00,6.77,0.94,1.15,45.0,Matches,aad53e64
208,Ross Barkley,eng ENG,MFFW,Chelsea,eng Premier League,27,1993,2.0,0.00,0.00,0.00,1.00,2.00,0.00,3.50,0.50,0.00,0.00,0.00,0.00,8.50,3.00,1.00,75.0,Matches,3a24769f
209,Aymen Barkok,ma MAR,MFDF,Eint Frankfurt,de Bundesliga,23,1998,1.8,0.00,0.00,0.00,2.22,0.56,0.00,1.11,2.78,1.11,0.00,0.00,0.00,6.11,3.33,1.67,66.7,Matches,a2a85828
210,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,31,1989,9.0,0.44,0.00,0.00,2.33,1.33,1.00,0.22,0.22,0.22,0.00,0.11,0.00,3.78,5.44,7.22,43.0,Matches,2691c772
211,Harvey Barnes,eng ENG,MFFW,Leicester City,eng Premier League,23,1997,23.3,0.09,0.00,0.00,0.82,0.86,0.43,1.93,0.21,0.69,0.00,0.00,0.00,3.99,1.03,1.76,36.9,Matches,3ea50f67
212,Antonio Barragán,es ESP,DF,Elche,es La Liga,34,1987,11.3,0.44,0.00,0.00,1.68,1.50,0.00,2.92,1.50,1.24,0.00,0.18,0.00,4.78,0.71,0.18,80.0,Matches,487d9b09
213,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,21,2000,19.9,0.15,0.00,0.00,2.06,1.36,0.00,0.40,1.61,1.61,0.10,0.00,0.00,5.48,1.26,1.36,48.1,Matches,00242b75
214,Ander Barrenetxea,es ESP,MFFW,Real Sociedad,es La Liga,19,2001,6.1,0.00,0.00,0.00,1.64,2.62,0.16,1.31,0.33,1.64,0.00,0.00,0.00,6.39,0.66,0.66,50.0,Matches,200e89e1
215,Jacob Barrett Laursen,dk DEN,DF,Arminia,de Bundesliga,26,1994,18.1,0.06,0.00,0.00,0.66,0.33,0.06,2.98,1.55,0.66,0.00,0.00,0.06,5.47,0.99,1.44,40.9,Matches,c0d3bd23
216,Musa Barrow,gm GAM,FWMF,Bologna,it Serie A,22,1998,23.7,0.00,0.00,0.00,0.42,1.05,0.25,4.73,0.25,0.17,0.00,0.00,0.00,3.92,0.63,2.03,23.8,Matches,e5bf73f3
217,Abdourahmane Barry,fr FRA,DF,Greuther Fürth,de Bundesliga,21,2000,2.3,0.87,0.00,0.00,3.91,1.30,0.00,3.04,1.74,1.74,0.00,0.00,0.00,7.83,1.74,0.43,80.0,Matches,8df328f4
218,Marc Bartra,es ESP,DF,Betis,es La Liga,30,1991,22.1,0.23,0.00,0.00,0.95,0.72,0.00,0.00,1.49,0.63,0.00,0.00,0.00,4.48,2.67,1.63,62.1,Matches,b742cc0d
219,Daniele Baselli,it ITA,MFFW,Torino,it Serie A,29,1992,1.7,0.00,0.00,0.00,1.76,2.35,0.59,2.94,0.59,1.76,0.00,0.00,0.00,6.47,1.18,3.53,25.0,Matches,ea06dd97
220,Daniele Baselli,it ITA,MF,Cagliari,it Serie A,29,1992,3.2,0.31,0.00,0.00,0.63,0.94,0.00,5.31,0.63,1.56,0.00,0.00,0.00,7.50,0.63,0.94,40.0,Matches,ea06dd97
221,Toma Bašić,hr CRO,MF,Lazio,it Serie A,24,1996,10.9,0.28,0.00,0.00,1.19,0.55,0.00,1.38,0.37,0.73,0.00,0.00,0.00,3.76,0.73,0.92,44.4,Matches,80556f08
222,Toma Bašić,hr CRO,MF,Bordeaux,fr Ligue 1,24,1996,2.3,0.00,0.00,0.00,2.61,0.87,0.00,7.83,0.87,0.87,0.00,0.00,0.00,1.74,0.00,0.43,0.0,Matches,80556f08
223,Amine Bassi,fr FRA,MFFW,Metz,fr Ligue 1,23,1997,2.0,0.00,0.00,0.00,2.00,2.00,0.00,8.00,0.00,1.50,0.00,0.00,0.00,6.00,0.50,2.00,20.0,Matches,ced1d98f
224,Álvaro Bastida,es ESP,MF,Cádiz,es La Liga,17,2004,2.2,0.45,0.00,0.00,0.45,0.00,0.00,0.00,1.36,1.82,0.00,0.00,0.00,5.45,0.45,3.64,11.1,Matches,42a028c5
225,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,22,1999,25.7,0.16,0.00,0.00,1.17,1.09,0.00,1.13,1.36,0.97,0.00,0.04,0.00,5.91,1.67,1.01,62.3,Matches,75b86fb3
226,Simone Bastoni,it ITA,MFDF,Spezia,it Serie A,24,1996,25.4,0.20,0.04,0.00,1.18,1.38,0.04,4.45,1.18,1.34,0.00,0.00,0.00,7.28,0.98,0.51,65.8,Matches,1ac232b8
227,Lewis Bate,eng ENG,MF,Leeds United,eng Premier League,18,2002,1.6,0.00,0.00,0.00,1.88,0.63,0.00,0.00,0.63,0.00,0.00,0.00,0.00,5.00,0.00,1.25,0.0,Matches,cd4256d3
228,Rodrigo Battaglia,ar ARG,MF,Mallorca,es La Liga,30,1991,13.1,0.31,0.00,0.00,2.14,1.37,0.00,0.08,0.76,1.22,0.00,0.08,0.00,6.26,2.44,1.83,57.1,Matches,d637fc22
229,Maximilian Bauer,de GER,DF,Greuther Fürth,de Bundesliga,21,2000,18.8,0.27,0.00,0.00,1.38,0.53,0.05,0.05,1.54,0.80,0.00,0.05,0.05,4.79,2.61,1.91,57.6,Matches,44a20f0c
230,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,31,1990,33.0,0.03,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.61,0.27,0.00,100.0,Matches,47064058
231,Timo Baumgartl,de GER,DF,Union Berlin,de Bundesliga,25,1996,24.1,0.21,0.00,0.00,1.00,0.54,0.00,0.41,1.54,1.16,0.00,0.00,0.08,5.27,2.20,1.78,55.2,Matches,bd7d2e6d
232,Julian Baumgartlinger,at AUT,MFFW,Leverkusen,de Bundesliga,33,1988,1.0,1.00,0.00,0.00,2.00,0.00,0.00,1.00,2.00,1.00,0.00,0.00,0.00,8.00,1.00,1.00,50.0,Matches,69374ff5
233,Christoph Baumgartner,at AUT,MF,Hoffenheim,de Bundesliga,21,1999,21.0,0.24,0.00,0.00,1.76,1.52,0.05,1.67,0.38,0.71,0.00,0.00,0.00,4.90,1.76,2.33,43.0,Matches,437f2b00
234,Jon Bautista,es ESP,MF,Real Sociedad,es La Liga,26,1995,0.5,0.00,0.00,0.00,2.00,4.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,6.00,2.00,0.00,100.0,Matches,debc6b55
